Entry	Ensembl_Protein	isomap:M20200405A94466D2655679D1FD8953E075198DA823CF7DE	Entry name	Status	Organism	Length
O95394	ENSP00000425809	ENSP00000425809 -> O95394-4	AGM1_HUMAN	reviewed	Homo sapiens (Human)	542
Q9ULK6	ENSP00000425840	ENSP00000425840 -> Q9ULK6-1	RN150_HUMAN	reviewed	Homo sapiens (Human)	438
Q96FH0	ENSP00000425864	ENSP00000425864 -> Q96FH0-1	BORC8_HUMAN	reviewed	Homo sapiens (Human)	119
A8MUK1	ENSP00000425955		U17L5_HUMAN	reviewed	Homo sapiens (Human)	530
D6RI10	ENSP00000425961		D6RI10_HUMAN	unreviewed	Homo sapiens (Human)	134
Q9NRR4	ENSP00000425979	ENSP00000425979 -> Q9NRR4-1	RNC_HUMAN	reviewed	Homo sapiens (Human)	1374
E0CX11	ENSP00000425996		STMP1_HUMAN	reviewed	Homo sapiens (Human)	47
O14610	ENSP00000426022		GBGT2_HUMAN	reviewed	Homo sapiens (Human)	69
A6NFD8	ENSP00000426033	ENSP00000426033 -> A6NFD8-3	HELT_HUMAN	reviewed	Homo sapiens (Human)	242
Q0VDI3	ENSP00000426067		TM267_HUMAN	reviewed	Homo sapiens (Human)	215
Q9HCX4	ENSP00000426070	ENSP00000426070 -> Q9HCX4-1	TRPC7_HUMAN	reviewed	Homo sapiens (Human)	862
P00326	ENSP00000426083		ADH1G_HUMAN	reviewed	Homo sapiens (Human)	375
Q96AX9	ENSP00000426103	ENSP00000426103 -> Q96AX9-14	MIB2_HUMAN	reviewed	Homo sapiens (Human)	1013
P52943	ENSP00000426119	ENSP00000426119 -> P52943-2	CRIP2_HUMAN	reviewed	Homo sapiens (Human)	208
Q96HH9	ENSP00000426120	ENSP00000426120 -> Q96HH9-3	GRM2B_HUMAN	reviewed	Homo sapiens (Human)	432
Q8N319	ENSP00000426159	ENSP00000426159 -> Q8N319-3	CF223_HUMAN	reviewed	Homo sapiens (Human)	242
Q9NRP0	ENSP00000426167	ENSP00000426167 -> Q9NRP0-2	OSTC_HUMAN	reviewed	Homo sapiens (Human)	149
A6NNP5	ENSP00000426174	ENSP00000426174 -> A6NNP5-4	CC169_HUMAN	reviewed	Homo sapiens (Human)	214
O75943	ENSP00000426191	ENSP00000426191 -> O75943-1	RAD17_HUMAN	reviewed	Homo sapiens (Human)	681
Q86VE9	ENSP00000426237	ENSP00000426237 -> Q86VE9-4	SERC5_HUMAN	reviewed	Homo sapiens (Human)	423
Q9H3E2	ENSP00000426255	ENSP00000426255 -> Q9H3E2-1	SNX25_HUMAN	reviewed	Homo sapiens (Human)	840
Q9BZX4	ENSP00000426271	ENSP00000426271 -> Q9BZX4-1	ROP1B_HUMAN	reviewed	Homo sapiens (Human)	212
Q5VWP3	ENSP00000426290	ENSP00000426290 -> Q5VWP3-3	MLIP_HUMAN	reviewed	Homo sapiens (Human)	458
A6NKN8	ENSP00000426296		PC4L1_HUMAN	reviewed	Homo sapiens (Human)	68
E9PCX5	ENSP00000426354		E9PCX5_HUMAN	unreviewed	Homo sapiens (Human)	502
D6RGH6	ENSP00000426359		MCIN_HUMAN	reviewed	Homo sapiens (Human)	385
Q8NAP3	ENSP00000426387		ZBT38_HUMAN	reviewed	Homo sapiens (Human)	1195
D6RG30	ENSP00000426421		D6RG30_HUMAN	unreviewed	Homo sapiens (Human)	704
O00584	ENSP00000426455	ENSP00000426455 -> O00584-1	RNT2_HUMAN	reviewed	Homo sapiens (Human)	256
P78317	ENSP00000426503	ENSP00000426503 -> P78317-1	RNF4_HUMAN	reviewed	Homo sapiens (Human)	190
Q8N7J2	ENSP00000426528	ENSP00000426528 -> Q8N7J2-1	AMER2_HUMAN	reviewed	Homo sapiens (Human)	671
Q68DU8	ENSP00000426548		KCD16_HUMAN	reviewed	Homo sapiens (Human)	428
Q15797	ENSP00000426568	ENSP00000426568 -> Q15797-1	SMAD1_HUMAN	reviewed	Homo sapiens (Human)	465
Q96KP6	ENSP00000426613	ENSP00000426613 -> Q96KP6-3	TNIP3_HUMAN	reviewed	Homo sapiens (Human)	325
Q96RT1	ENSP00000426632	ENSP00000426632 -> Q96RT1-8	ERBIN_HUMAN	reviewed	Homo sapiens (Human)	1412
Q16134	ENSP00000426638	ENSP00000426638 -> Q16134-1	ETFD_HUMAN	reviewed	Homo sapiens (Human)	617
D6RF47	ENSP00000426653		D6RF47_HUMAN	unreviewed	Homo sapiens (Human)	369
Q9UJX5	ENSP00000426654	ENSP00000426654 -> Q9UJX5-3	APC4_HUMAN	reviewed	Homo sapiens (Human)	808
D6RF30	ENSP00000426691		GOG8K_HUMAN	reviewed	Homo sapiens (Human)	607
B4DXG7	ENSP00000426741		B4DXG7_HUMAN	unreviewed	Homo sapiens (Human)	233
O43490	ENSP00000426809	ENSP00000426809 -> O43490-1	PROM1_HUMAN	reviewed	Homo sapiens (Human)	865
H0YAE9	ENSP00000426906		H0YAE9_HUMAN	unreviewed	Homo sapiens (Human)	185
P63244	ENSP00000426909		RACK1_HUMAN	reviewed	Homo sapiens (Human)	317
Q92552	ENSP00000426941	ENSP00000426941 -> Q92552-2	RT27_HUMAN	reviewed	Homo sapiens (Human)	414
E9PCH4	ENSP00000426948		E9PCH4_HUMAN	unreviewed	Homo sapiens (Human)	1651
A6XGL0	ENSP00000426964	ENSP00000426964 -> A6XGL0-1	YJEN3_HUMAN	reviewed	Homo sapiens (Human)	299
Q9H1B4	ENSP00000426978	ENSP00000426978 -> Q9H1B4-6	NXF5_HUMAN	reviewed	Homo sapiens (Human)	397
Q15349	ENSP00000427015	ENSP00000427015 -> Q15349-3	KS6A2_HUMAN	reviewed	Homo sapiens (Human)	733
Q9NXV6	ENSP00000427108		CARF_HUMAN	reviewed	Homo sapiens (Human)	580
A0A3F2YNY5	ENSP00000427120		A0A3F2YNY5_HUMAN	unreviewed	Homo sapiens (Human)	857
Q9P0K7	ENSP00000427123	ENSP00000427123 -> Q9P0K7-2	RAI14_HUMAN	reviewed	Homo sapiens (Human)	980
Q6ZTN6	ENSP00000427130	ENSP00000427130 -> Q6ZTN6-3	AN13D_HUMAN	reviewed	Homo sapiens (Human)	518
Q92870	ENSP00000427211	ENSP00000427211 -> Q92870-4	APBB2_HUMAN	reviewed	Homo sapiens (Human)	758
Q8TCQ1	ENSP00000427223	ENSP00000427223 -> Q8TCQ1-1	MARH1_HUMAN	reviewed	Homo sapiens (Human)	289
D6RJB6	ENSP00000427264		U17LK_HUMAN	reviewed	Homo sapiens (Human)	530
P19875	ENSP00000427279		CXCL2_HUMAN	reviewed	Homo sapiens (Human)	107
Q6PJQ5	ENSP00000427329		FOXR2_HUMAN	reviewed	Homo sapiens (Human)	311
P55073	ENSP00000427336		IOD3_HUMAN	reviewed	Homo sapiens (Human)	304
P0DMU8	ENSP00000427342		CT455_HUMAN	reviewed	Homo sapiens (Human)	189
Q0WX57	ENSP00000422097,ENSP00000422887,ENSP00000422969,ENSP00000423211,ENSP00000423777,ENSP00000425375,ENSP00000427366		U17LO_HUMAN	reviewed	Homo sapiens (Human)	530
Q8N9Q2	ENSP00000427401		SR1IP_HUMAN	reviewed	Homo sapiens (Human)	155
Q8N5G0	ENSP00000427407	ENSP00000427407 -> Q8N5G0-1	SIM20_HUMAN	reviewed	Homo sapiens (Human)	67
Q9NRR3	ENSP00000427421		C42S2_HUMAN	reviewed	Homo sapiens (Human)	84
O95379	ENSP00000427424	ENSP00000427424 -> O95379-4	TFIP8_HUMAN	reviewed	Homo sapiens (Human)	198
Q96MZ4	ENSP00000427428		F218A_HUMAN	reviewed	Homo sapiens (Human)	157
P61009	ENSP00000427463		SPCS3_HUMAN	reviewed	Homo sapiens (Human)	180
P49715	ENSP00000427514	ENSP00000427514 -> P49715-1	CEBPA_HUMAN	reviewed	Homo sapiens (Human)	358
Q8TEP8	ENSP00000427550	ENSP00000427550 -> Q8TEP8-3	CE192_HUMAN	reviewed	Homo sapiens (Human)	2537
Q08345	ENSP00000427552	ENSP00000427552 -> Q08345-5	DDR1_HUMAN	reviewed	Homo sapiens (Human)	913
D6RIA3	ENSP00000427555		CD054_HUMAN	reviewed	Homo sapiens (Human)	1793
P42684	ENSP00000427562	ENSP00000427562 -> P42684-1	ABL2_HUMAN	reviewed	Homo sapiens (Human)	1182
Q9C0D6	ENSP00000427567		FHDC1_HUMAN	reviewed	Homo sapiens (Human)	1143
Q96Q91	ENSP00000427661	ENSP00000427661 -> Q96Q91-1	B3A4_HUMAN	reviewed	Homo sapiens (Human)	983
E9PBP6	ENSP00000427679		E9PBP6_HUMAN	unreviewed	Homo sapiens (Human)	921
D6RF84	ENSP00000427684		D6RF84_HUMAN	unreviewed	Homo sapiens (Human)	310
O75083	ENSP00000427687	ENSP00000427687 -> O75083-1	WDR1_HUMAN	reviewed	Homo sapiens (Human)	606
P06028	ENSP00000427690	ENSP00000427690 -> P06028-1	GLPB_HUMAN	reviewed	Homo sapiens (Human)	91
P50616	ENSP00000427695		TOB1_HUMAN	reviewed	Homo sapiens (Human)	345
Q8IX03	ENSP00000427772	ENSP00000427772 -> Q8IX03-2	KIBRA_HUMAN	reviewed	Homo sapiens (Human)	1113
Q9H0M0	ENSP00000427793	ENSP00000427793 -> Q9H0M0-1	WWP1_HUMAN	reviewed	Homo sapiens (Human)	922
Q9H009	ENSP00000427802		NACA2_HUMAN	reviewed	Homo sapiens (Human)	215
Q49A92	ENSP00000427820	ENSP00000427820 -> Q49A92-6	CH034_HUMAN	reviewed	Homo sapiens (Human)	538
Q8IYX8	ENSP00000427844	ENSP00000427844 -> Q8IYX8-1	CE57L_HUMAN	reviewed	Homo sapiens (Human)	460
Q08495	ENSP00000427866	ENSP00000427866 -> Q08495-1	DEMA_HUMAN	reviewed	Homo sapiens (Human)	405
Q7Z5J8	ENSP00000427882	ENSP00000427882 -> Q7Z5J8-1	ANKAR_HUMAN	reviewed	Homo sapiens (Human)	1434
Q8IZT8	ENSP00000427888		HS3S5_HUMAN	reviewed	Homo sapiens (Human)	346
Q9NQT8	ENSP00000427900	ENSP00000427900 -> Q9NQT8-1	KI13B_HUMAN	reviewed	Homo sapiens (Human)	1826
Q9BYZ6	ENSP00000427926	ENSP00000427926 -> Q9BYZ6-2	RHBT2_HUMAN	reviewed	Homo sapiens (Human)	727
A6NGH7	ENSP00000427951		CC160_HUMAN	reviewed	Homo sapiens (Human)	325
Q9H2T7	ENSP00000427975	ENSP00000427975 -> Q9H2T7-1	RBP17_HUMAN	reviewed	Homo sapiens (Human)	1088
P27986	ENSP00000428056	ENSP00000428056 -> P27986-1	P85A_HUMAN	reviewed	Homo sapiens (Human)	724
P62888	ENSP00000428085		RL30_HUMAN	reviewed	Homo sapiens (Human)	115
E7EV90	ENSP00000428137		E7EV90_HUMAN	unreviewed	Homo sapiens (Human)	808
A0A0C4DH75	ENSP00000428182		A0A0C4DH75_HUMAN	unreviewed	Homo sapiens (Human)	597
Q969P5	ENSP00000428205	ENSP00000428205 -> Q969P5-1	FBX32_HUMAN	reviewed	Homo sapiens (Human)	355
Q15819	ENSP00000428209		UB2V2_HUMAN	reviewed	Homo sapiens (Human)	145
A1A4Y4	ENSP00000428220		IRGM_HUMAN	reviewed	Homo sapiens (Human)	181
Q9UNX3	ENSP00000428223		RL26L_HUMAN	reviewed	Homo sapiens (Human)	145
E5RJF8	ENSP00000428259		E5RJF8_HUMAN	unreviewed	Homo sapiens (Human)	191
Q7Z3D6	ENSP00000428263	ENSP00000428263 -> Q7Z3D6-2	GLUCM_HUMAN	reviewed	Homo sapiens (Human)	616
Q2WGJ9	ENSP00000428280		FR1L6_HUMAN	reviewed	Homo sapiens (Human)	1857
O95214	ENSP00000428281	ENSP00000428281 -> O95214-2	LERL1_HUMAN	reviewed	Homo sapiens (Human)	131
Q9UN71	ENSP00000428288	ENSP00000428288 -> Q9UN71-1	PCDGG_HUMAN	reviewed	Homo sapiens (Human)	923
A8MV23	ENSP00000428316	ENSP00000428316 -> A8MV23-1	SERP3_HUMAN	reviewed	Homo sapiens (Human)	424
Q86V25	ENSP00000428324	ENSP00000428324 -> Q86V25-1	VASH2_HUMAN	reviewed	Homo sapiens (Human)	355
P0C7M3	ENSP00000428331		SFTA3_HUMAN	reviewed	Homo sapiens (Human)	94
Q99619	ENSP00000428338	ENSP00000428338 -> Q99619-1	SPSB2_HUMAN	reviewed	Homo sapiens (Human)	263
Q15389	ENSP00000428340	ENSP00000428340 -> Q15389-1	ANGP1_HUMAN	reviewed	Homo sapiens (Human)	498
Q2M5E4	ENSP00000428343		RGS21_HUMAN	reviewed	Homo sapiens (Human)	152
Q8IUQ0	ENSP00000428402	ENSP00000428402 -> Q8IUQ0-1	CLVS1_HUMAN	reviewed	Homo sapiens (Human)	354
Q86UR5	ENSP00000428417	ENSP00000428417 -> Q86UR5-1	RIMS1_HUMAN	reviewed	Homo sapiens (Human)	1692
P23193	ENSP00000428426	ENSP00000428426 -> P23193-1	TCEA1_HUMAN	reviewed	Homo sapiens (Human)	301
P56179	ENSP00000428480	ENSP00000428480 -> P56179-3	DLX6_HUMAN	reviewed	Homo sapiens (Human)	175
Q96KB5	ENSP00000428489	ENSP00000428489 -> Q96KB5-2	TOPK_HUMAN	reviewed	Homo sapiens (Human)	322
O00451	ENSP00000428518	ENSP00000428518 -> O00451-1	GFRA2_HUMAN	reviewed	Homo sapiens (Human)	464
Q11201	ENSP00000428540		SIA4A_HUMAN	reviewed	Homo sapiens (Human)	340
Q69YZ2	ENSP00000428544		T200B_HUMAN	reviewed	Homo sapiens (Human)	307
O95487	ENSP00000428564	ENSP00000428564 -> O95487-3	SC24B_HUMAN	reviewed	Homo sapiens (Human)	1268
Q16553	ENSP00000428572		LY6E_HUMAN	reviewed	Homo sapiens (Human)	131
Q149M9	ENSP00000428579	ENSP00000428579 -> Q149M9-3	NWD1_HUMAN	reviewed	Homo sapiens (Human)	1564
Q96EX1	ENSP00000428585		SIM12_HUMAN	reviewed	Homo sapiens (Human)	92
Q9Y5F9	ENSP00000428603	ENSP00000428603 -> Q9Y5F9-1	PCDGI_HUMAN	reviewed	Homo sapiens (Human)	930
Q5PT55	ENSP00000428612		NTCP5_HUMAN	reviewed	Homo sapiens (Human)	438
Q5TAP6	ENSP00000428619		UT14C_HUMAN	reviewed	Homo sapiens (Human)	766
Q8TF61	ENSP00000428646		FBX41_HUMAN	reviewed	Homo sapiens (Human)	875
Q13075	ENSP00000428657	ENSP00000428657 -> Q13075-1	BIRC1_HUMAN	reviewed	Homo sapiens (Human)	1403
Q3KNS6	ENSP00000428679	ENSP00000428679 -> Q3KNS6-3	ZN829_HUMAN	reviewed	Homo sapiens (Human)	432
Q8TC41	ENSP00000428698	ENSP00000428698 -> Q8TC41-1	RN217_HUMAN	reviewed	Homo sapiens (Human)	542
Q9NUL3	ENSP00000428756	ENSP00000428756 -> Q9NUL3-1	STAU2_HUMAN	reviewed	Homo sapiens (Human)	570
Q96B33	ENSP00000428780		CLD23_HUMAN	reviewed	Homo sapiens (Human)	292
P53677	ENSP00000428787	ENSP00000428787 -> P53677-1	AP3M2_HUMAN	reviewed	Homo sapiens (Human)	418
Q9Y277	ENSP00000428845	ENSP00000428845 -> Q9Y277-2	VDAC3_HUMAN	reviewed	Homo sapiens (Human)	283
P0DKX4	ENSP00000428858		SIM18_HUMAN	reviewed	Homo sapiens (Human)	95
Q6NT32	ENSP00000428864	ENSP00000428864 -> Q6NT32-4	EST5A_HUMAN	reviewed	Homo sapiens (Human)	575
Q86UY5	ENSP00000428876	ENSP00000428876 -> Q86UY5-1	FA83A_HUMAN	reviewed	Homo sapiens (Human)	434
Q8TF20	ENSP00000428878	ENSP00000428878 -> Q8TF20-2	ZN721_HUMAN	reviewed	Homo sapiens (Human)	911
P09669	ENSP00000428895		COX6C_HUMAN	reviewed	Homo sapiens (Human)	75
P07948	ENSP00000428924	ENSP00000428924 -> P07948-1	LYN_HUMAN	reviewed	Homo sapiens (Human)	512
A0A0G2JH32	ENSP00000428966		A0A0G2JH32_HUMAN	unreviewed	Homo sapiens (Human)	199
Q9NV58	ENSP00000428968	ENSP00000428968 -> Q9NV58-1	RN19A_HUMAN	reviewed	Homo sapiens (Human)	838
P24863	ENSP00000428982	ENSP00000428982 -> P24863-1	CCNC_HUMAN	reviewed	Homo sapiens (Human)	283
P42261	ENSP00000428994	ENSP00000428994 -> P42261-5	GRIA1_HUMAN	reviewed	Homo sapiens (Human)	906
Q86W74	ENSP00000429015	ENSP00000429015 -> Q86W74-1	ANR46_HUMAN	reviewed	Homo sapiens (Human)	232
Q9Y5G2	ENSP00000429018	ENSP00000429018 -> Q9Y5G2-1	PCDGE_HUMAN	reviewed	Homo sapiens (Human)	931
Q96BR1	ENSP00000379842,ENSP00000429022	ENSP00000429022 -> Q96BR1-1,ENSP00000379842 -> Q96BR1-1	SGK3_HUMAN	reviewed	Homo sapiens (Human)	496
Q9NV88	ENSP00000429065	ENSP00000429065 -> Q9NV88-1	INT9_HUMAN	reviewed	Homo sapiens (Human)	658
Q8N8D7	ENSP00000429073		NKAI3_HUMAN	reviewed	Homo sapiens (Human)	197
O95071	ENSP00000429084	ENSP00000429084 -> O95071-1	UBR5_HUMAN	reviewed	Homo sapiens (Human)	2799
O96020	ENSP00000429089	ENSP00000429089 -> O96020-1	CCNE2_HUMAN	reviewed	Homo sapiens (Human)	404
Q2M3X9	ENSP00000429148	ENSP00000429148 -> Q2M3X9-1	ZN674_HUMAN	reviewed	Homo sapiens (Human)	581
Q9NUQ9	ENSP00000429150	ENSP00000429150 -> Q9NUQ9-1	FA49B_HUMAN	reviewed	Homo sapiens (Human)	324
Q5SVS4	ENSP00000429168	ENSP00000429168 -> Q5SVS4-1	KMCP1_HUMAN	reviewed	Homo sapiens (Human)	291
Q8N8Q3	ENSP00000429190	ENSP00000429190 -> Q8N8Q3-1	ENDOV_HUMAN	reviewed	Homo sapiens (Human)	282
Q9NYZ2	ENSP00000429200	ENSP00000429200 -> Q9NYZ2-1	MFRN1_HUMAN	reviewed	Homo sapiens (Human)	338
Q6NT89	ENSP00000429216		TRNP1_HUMAN	reviewed	Homo sapiens (Human)	227
Q93045	ENSP00000429243	ENSP00000429243 -> Q93045-2	STMN2_HUMAN	reviewed	Homo sapiens (Human)	179
Q9Y5G3	ENSP00000429273	ENSP00000429273 -> Q9Y5G3-1	PCDGD_HUMAN	reviewed	Homo sapiens (Human)	927
Q96AQ2	ENSP00000429275		TM125_HUMAN	reviewed	Homo sapiens (Human)	219
O15173	ENSP00000429301	ENSP00000429301 -> O15173-1	PGRC2_HUMAN	reviewed	Homo sapiens (Human)	223
P55327	ENSP00000429309	ENSP00000429309 -> P55327-6	TPD52_HUMAN	reviewed	Homo sapiens (Human)	224
Q9UL42	ENSP00000429344		PNMA2_HUMAN	reviewed	Homo sapiens (Human)	364
A1XBS5	ENSP00000429367	ENSP00000429367 -> A1XBS5-1	FA92A_HUMAN	reviewed	Homo sapiens (Human)	289
P60866	ENSP00000429374	ENSP00000429374 -> P60866-2	RS20_HUMAN	reviewed	Homo sapiens (Human)	119
Q9NT68	ENSP00000429430	ENSP00000429430 -> Q9NT68-1	TEN2_HUMAN	reviewed	Homo sapiens (Human)	2774
Q96MM7	ENSP00000429473	ENSP00000429473 -> Q96MM7-4	H6ST2_HUMAN	reviewed	Homo sapiens (Human)	605
Q629K1	ENSP00000429517		TRIQK_HUMAN	reviewed	Homo sapiens (Human)	86
A6NJ46	ENSP00000429553	ENSP00000429553 -> A6NJ46-2	NKX63_HUMAN	reviewed	Homo sapiens (Human)	265
Q9UPW8	ENSP00000429562		UN13A_HUMAN	reviewed	Homo sapiens (Human)	1703
Q9Y5G7	ENSP00000429601	ENSP00000429601 -> Q9Y5G7-1	PCDG6_HUMAN	reviewed	Homo sapiens (Human)	932
Q96PS1	ENSP00000429608		FACOS_HUMAN	reviewed	Homo sapiens (Human)	177
Q8IV48	ENSP00000429615		ERI1_HUMAN	reviewed	Homo sapiens (Human)	349
P10243	ENSP00000429633	ENSP00000429633 -> P10243-1	MYBA_HUMAN	reviewed	Homo sapiens (Human)	752
O15342	ENSP00000429690		VA0E1_HUMAN	reviewed	Homo sapiens (Human)	81
Q6UWV7	ENSP00000429726	ENSP00000429726 -> Q6UWV7-1	SHL2A_HUMAN	reviewed	Homo sapiens (Human)	190
Q13188	ENSP00000429744	ENSP00000429744 -> Q13188-2	STK3_HUMAN	reviewed	Homo sapiens (Human)	491
Q6ZSG2	ENSP00000429763	ENSP00000429763 -> Q6ZSG2-1	INSY2_HUMAN	reviewed	Homo sapiens (Human)	479
Q3ZCT1	ENSP00000429803		ZN260_HUMAN	reviewed	Homo sapiens (Human)	412
Q9Y5H8	ENSP00000429808	ENSP00000429808 -> Q9Y5H8-1	PCDA3_HUMAN	reviewed	Homo sapiens (Human)	950
Q14677	ENSP00000429824	ENSP00000429824 -> Q14677-3	EPN4_HUMAN	reviewed	Homo sapiens (Human)	625
Q9Y5G8	ENSP00000429834	ENSP00000429834 -> Q9Y5G8-1	PCDG5_HUMAN	reviewed	Homo sapiens (Human)	931
A0A0A6YYB9	ENSP00000429865		A0A0A6YYB9_HUMAN	unreviewed	Homo sapiens (Human)	164
Q8IXR5	ENSP00000429896	ENSP00000429896 -> Q8IXR5-3	F178B_HUMAN	reviewed	Homo sapiens (Human)	679
Q9ULH1	ENSP00000429900	ENSP00000429900 -> Q9ULH1-1	ASAP1_HUMAN	reviewed	Homo sapiens (Human)	1129
O15372	ENSP00000429931		EIF3H_HUMAN	reviewed	Homo sapiens (Human)	352
Q9NQ36	ENSP00000429969	ENSP00000429969 -> Q9NQ36-2	SCUB2_HUMAN	reviewed	Homo sapiens (Human)	999
Q9NPA8	ENSP00000429986	ENSP00000429986 -> Q9NPA8-1	ENY2_HUMAN	reviewed	Homo sapiens (Human)	101
Q96GX2	ENSP00000430000		A7L3B_HUMAN	reviewed	Homo sapiens (Human)	97
Q9Y5G6	ENSP00000430024	ENSP00000430024 -> Q9Y5G6-1	PCDG7_HUMAN	reviewed	Homo sapiens (Human)	932
Q9NU23	ENSP00000430025		LYRM2_HUMAN	reviewed	Homo sapiens (Human)	88
Q8NA66	ENSP00000430073		CNBD1_HUMAN	reviewed	Homo sapiens (Human)	436
P23109	ENSP00000430075	ENSP00000430075 -> P23109-1	AMPD1_HUMAN	reviewed	Homo sapiens (Human)	780
O00591	ENSP00000430100		GBRP_HUMAN	reviewed	Homo sapiens (Human)	440
Q86SE5	ENSP00000430128	ENSP00000430128 -> Q86SE5-3	RALYL_HUMAN	reviewed	Homo sapiens (Human)	291
Q2TAA5	ENSP00000430236		ALG11_HUMAN	reviewed	Homo sapiens (Human)	492
Q86XS8	ENSP00000430237	ENSP00000430237 -> Q86XS8-1	GOLI_HUMAN	reviewed	Homo sapiens (Human)	419
Q9HAK2	ENSP00000430241	ENSP00000430241 -> Q9HAK2-1	COE2_HUMAN	reviewed	Homo sapiens (Human)	575
Q6UWP8	ENSP00000430242	ENSP00000430242 -> Q6UWP8-1	SBSN_HUMAN	reviewed	Homo sapiens (Human)	590
P34913	ENSP00000430269	ENSP00000430269 -> P34913-1	HYES_HUMAN	reviewed	Homo sapiens (Human)	555
Q6ZN32	ENSP00000430271		ETV3L_HUMAN	reviewed	Homo sapiens (Human)	361
P10911	ENSP00000430276	ENSP00000430276 -> P10911-5	MCF2_HUMAN	reviewed	Homo sapiens (Human)	925
Q86YL5	ENSP00000430325	ENSP00000430325 -> Q86YL5-2	TDRP_HUMAN	reviewed	Homo sapiens (Human)	185
Q75QN2	ENSP00000430338	ENSP00000430338 -> Q75QN2-1	INT8_HUMAN	reviewed	Homo sapiens (Human)	995
P51178	ENSP00000430344	ENSP00000430344 -> P51178-2	PLCD1_HUMAN	reviewed	Homo sapiens (Human)	756
Q92769	ENSP00000430432	ENSP00000430432 -> Q92769-1	HDAC2_HUMAN	reviewed	Homo sapiens (Human)	488
Q9UFF9	ENSP00000430493	ENSP00000430493 -> Q9UFF9-1	CNOT8_HUMAN	reviewed	Homo sapiens (Human)	292
P14927	ENSP00000430494	ENSP00000430494 -> P14927-2	QCR7_HUMAN	reviewed	Homo sapiens (Human)	111
P48651	ENSP00000430548	ENSP00000430548 -> P48651-1	PTSS1_HUMAN	reviewed	Homo sapiens (Human)	473
O00244	ENSP00000430598		ATOX1_HUMAN	reviewed	Homo sapiens (Human)	68
Q9BQS7	ENSP00000430620	ENSP00000430620 -> Q9BQS7-3	HEPH_HUMAN	reviewed	Homo sapiens (Human)	1158
P00915	ENSP00000430656		CAH1_HUMAN	reviewed	Homo sapiens (Human)	261
Q9NPC2	ENSP00000430676		KCNK9_HUMAN	reviewed	Homo sapiens (Human)	374
O14920	ENSP00000430684	ENSP00000430684 -> O14920-1	IKKB_HUMAN	reviewed	Homo sapiens (Human)	756
Q07654	ENSP00000430690		TFF3_HUMAN	reviewed	Homo sapiens (Human)	94
Q6IS14	ENSP00000430706		IF5AL_HUMAN	reviewed	Homo sapiens (Human)	154
P34981	ENSP00000430711		TRFR_HUMAN	reviewed	Homo sapiens (Human)	398
E5RIG2	ENSP00000430733		E5RIG2_HUMAN	unreviewed	Homo sapiens (Human)	3565
E5RI56	ENSP00000430774		E5RI56_HUMAN	unreviewed	Homo sapiens (Human)	91
Q9Y5V0	ENSP00000430823		ZN706_HUMAN	reviewed	Homo sapiens (Human)	76
Q92953	ENSP00000430846		KCNB2_HUMAN	reviewed	Homo sapiens (Human)	911
E5RHQ5	ENSP00000430853		NPB11_HUMAN	reviewed	Homo sapiens (Human)	1161
Q8TDU6	ENSP00000430886		GPBAR_HUMAN	reviewed	Homo sapiens (Human)	330
Q8N9Z2	ENSP00000430897	ENSP00000430897 -> Q8N9Z2-1	CC71L_HUMAN	reviewed	Homo sapiens (Human)	235
Q8IVY1	ENSP00000430918		CA210_HUMAN	reviewed	Homo sapiens (Human)	113
Q8WW32	ENSP00000430919		HMGB4_HUMAN	reviewed	Homo sapiens (Human)	186
O14514	ENSP00000430945		AGRB1_HUMAN	reviewed	Homo sapiens (Human)	1584
P14902	ENSP00000430950		I23O1_HUMAN	reviewed	Homo sapiens (Human)	403
Q96MT1	ENSP00000430955	ENSP00000430955 -> Q96MT1-5	RN145_HUMAN	reviewed	Homo sapiens (Human)	663
Q9Y2G4	ENSP00000430985	ENSP00000430985 -> Q9Y2G4-2	ANKR6_HUMAN	reviewed	Homo sapiens (Human)	727
Q9NWU5	ENSP00000431040	ENSP00000431040 -> Q9NWU5-1	RM22_HUMAN	reviewed	Homo sapiens (Human)	206
Q9Y2Q3	ENSP00000431049	ENSP00000431049 -> Q9Y2Q3-2	GSTK1_HUMAN	reviewed	Homo sapiens (Human)	226
Q9Y5H4	ENSP00000431083	ENSP00000431083 -> Q9Y5H4-1	PCDG1_HUMAN	reviewed	Homo sapiens (Human)	931
Q9BXJ0	ENSP00000431140		C1QT5_HUMAN	reviewed	Homo sapiens (Human)	243
Q9Y6B2	ENSP00000431162	ENSP00000431162 -> Q9Y6B2-1	EID1_HUMAN	reviewed	Homo sapiens (Human)	187
E9PMD0	ENSP00000431165		E9PMD0_HUMAN	unreviewed	Homo sapiens (Human)	336
Q9BSF8	ENSP00000431186	ENSP00000431186 -> Q9BSF8-2	BTBDA_HUMAN	reviewed	Homo sapiens (Human)	475
Q14585	ENSP00000431202		ZN345_HUMAN	reviewed	Homo sapiens (Human)	488
B9A064	ENSP00000431254	ENSP00000431254 -> B9A064-1	IGLL5_HUMAN	reviewed	Homo sapiens (Human)	214
Q8N141	ENSP00000431265		ZFP82_HUMAN	reviewed	Homo sapiens (Human)	532
O60711	ENSP00000431284	ENSP00000431284 -> O60711-2	LPXN_HUMAN	reviewed	Homo sapiens (Human)	386
